hotel_id,address,describe,img,room_count,select_count_sum
7395755,"205 Trần Hưng Đạo - Sơn Trà - Đà Nẵng, Phước Mỹ, Đà Nẵng, Việt Nam","Đỗ xe và Wi-Fi luôn miễn phí, vì vậy quý khách có thể giữ liên lạc, đến và đi tùy ý. Nằm ở vị trí trung tâm tại Phước Mỹ của Đà Nẵng, chỗ nghỉ này đặt quý khách ở gần các điểm thu hút và tùy chọn ăn uống thú vị. Hãy nhớ dành một chút thời gian để thăm thú The Marble Mountains cũng như My Khe Beach gần đó. Được xếp hạng 4 sao, chỗ nghỉ chất lượng cao này cho phép khách nghỉ sử dụng bể bơi trong nhà, mát-xa và bể bơi ngoài trời ngay trong khuôn viên.",",//pix8.agoda.net/hotelImages/739/7395755/7395755_19051511030074493779.jpg?ca=13&ce=1&s=208x117&ar=16x9,//pix8.agoda.net/hotelImages/739/7395755/7395755_19051511030074493780.jpg?ca=13&ce=1&s=100x75,//pix8.agoda.net/hotelImages/7395755/-1/c460ef54e83de5a55fcb43f20c986008.jpg?ca=13&ce=1&s=100x75,",7,58
10604648,"224 Vo Nguyen Giap, My Khe Beach, Phước Mỹ, Đà Nẵng, Việt Nam, 550000","Đỗ xe và Wi-Fi luôn miễn phí, vì vậy quý khách có thể giữ liên lạc, đến và đi tùy ý. Nằm ở vị trí trung tâm tại Phước Mỹ của Đà Nẵng, chỗ nghỉ này đặt quý khách ở gần các điểm thu hút và tùy chọn ăn uống thú vị. Hãy nhớ dành một chút thời gian để thăm thú The Marble Mountains cũng như My Khe Beach gần đó. Được xếp hạng 4 sao, chỗ nghỉ chất lượng cao này cho phép khách nghỉ sử dụng bể bơi trong nhà, mát-xa và bể bơi ngoài trời ngay trong khuôn viên.",",//pix8.agoda.net/hotelImages/10604648/-1/6cd2dbcedc8aa702916ff0890630b5e2.jpg?ca=11&ce=1&s=1024x768,//pix8.agoda.net/hotelImages/10604648/-1/92ace9b0c3b43510b1b915aa13081431.jpg?ca=10&ce=1&s=1024x768,//pix8.agoda.net/hotelImages/10604648/-1/4c42e4f5652787bedf2374b0aad2128e.jpg?ca=11&ce=1&s=1024x768,//pix8.agoda.net/hotelImages/10604648/-1/068a3c4adc16daab896892b54459763c.jpg?ca=11&ce=1&s=1024x768,//pix8.agoda.net/hotelImages/10604648/-1/3528973f37fad23c74a2a1a6e4829f43.jpg?ca=11&ce=1&s=1024x768,//pix8.agoda.net/hotelImages/10604648/-1/948c40fba2d4b05b4181ce659ec0a48c.jpg?ca=11&ce=1&s=1024x768,//q-xx.bstatic.com/xdata/images/hotel/840x460/255503109.jpg?k=a3e845ca75fc66c18fb2e57369fc0b00fdb07636aea625c1fa2712cd7a82781a&o=,",0,0
4974064,"118-120 Vo Nguyen Giap Street, Phuoc My Ward, Phước Mỹ, Đà Nẵng, Việt Nam, 550000","Đỗ xe và Wi-Fi luôn miễn phí, vì vậy quý khách có thể giữ liên lạc, đến và đi tùy ý. Nằm ở vị trí trung tâm tại Phước Mỹ của Đà Nẵng, chỗ nghỉ này đặt quý khách ở gần các điểm thu hút và tùy chọn ăn uống thú vị. Hãy nhớ dành một chút thời gian để thăm thú The Marble Mountains cũng như My Khe Beach gần đó. Được xếp hạng 5 sao, chỗ nghỉ chất lượng cao này cho phép khách nghỉ sử dụng bể bơi trong nhà, mát-xa và bể bơi ngoài trời ngay trong khuôn viên.",",//pix8.agoda.net/hotelImages/5671690/78590959/97bfffe25127198fbbf66a9518164609.jpg?ca=23&ce=0&s=208x117&ar=16x9,//pix8.agoda.net/hotelImages/5671690/78590959/d38eaa7122821ef1381d8482c8b175e0.jpg?ca=23&ce=0&s=100x75,//pix8.agoda.net/hotelImages/5671690/78590959/d722d4206231bf512f8d87478491644f.jpg?ca=23&ce=0&s=100x75,",7,21
281223,"Khu Du Lịch Xuân Thiều, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Tp Đà Nẵng, Việt Nam, Xuân Hà, Đà Nẵng, Việt Nam, 550000","Đỗ xe và Wi-Fi luôn miễn phí, vì vậy quý khách có thể giữ liên lạc, đến và đi tùy ý. Nằm ở vị trí trung tâm tại Xuân Hà của Đà Nẵng, chỗ nghỉ này đặt quý khách ở gần các điểm thu hút và tùy chọn ăn uống thú vị. Đừng rời đi trước khi ghé thăm The Marble Mountains nổi tiếng. Được xếp hạng 3.5 sao, chỗ nghỉ chất lượng cao này cho phép khách nghỉ sử dụng bể bơi trong nhà, bể bơi ngoài trời và xông khô ngay trong khuôn viên.",",//pix8.agoda.net/hotelImages/281223/-1/170c97a1675bd5af9717b9646ab0adf8.png?ca=29&ce=0&s=1024x768,//pix8.agoda.net/hotelImages/281223/3489167/705aac03786def09930cfa90b37dd796.jpg?ca=19&ce=1&s=1024x768,//q-xx.bstatic.com/xdata/images/hotel/840x460/356674086.jpg?k=d17bd1e928977ebdeee2376d55d8e1ee2227c096e8db473a28852e2d076af1fe&o=,//q-xx.bstatic.com/xdata/images/hotel/840x460/356686291.jpg?k=5155ff8b8ea1df4e34f1bc96db79d44d6019e83ecf3e9ed9a747b0d0e0e266c3&o=,",0,0
16360226,"42 Lam Hoanh, Phước Mỹ, Đà Nẵng, Việt Nam, 550000","Đỗ xe và Wi-Fi luôn miễn phí, vì vậy quý khách có thể giữ liên lạc, đến và đi tùy ý. Nằm ở vị trí trung tâm tại Phước Mỹ của Đà Nẵng, chỗ nghỉ này đặt quý khách ở gần các điểm thu hút và tùy chọn ăn uống thú vị. Hãy nhớ dành một chút thời gian để thăm thú The Marble Mountains cũng như My Khe Beach gần đó. Như một lợi ích thêm, nhà hàng có sẵn ngay trong khuôn viên nghỉ để phục vụ nhu cầu của quý khách một cách thuận tiện.",",//pix8.agoda.net/hotelImages/16360226/227954346/77df89368282b6333ff9dac1ea6ad7e2.jpg?ca=17&ce=1&s=208x117&ar=16x9,//pix8.agoda.net/hotelImages/16360226/227954346/d9e8f6aa9158106ffbae7cdbf1daa5db.jpg?ca=17&ce=1&s=100x75,//pix8.agoda.net/hotelImages/16360226/227954346/8e0f46fd4c5f261d57af0745f8430450.jpg?ca=17&ce=1&s=100x75,",4,12
4947606,"Hòa Hải, Đà Nẵng, Việt Nam","Nếu quý khách đang tìm kiếm một biệt thự riêng có bãi đỗ xe miễn phí, không cần tìm đâu xa. Nằm ở vị trí trung tâm tại Hòa Hải của Đà Nẵng, chỗ nghỉ này đặt quý khách ở gần các điểm thu hút và tùy chọn ăn uống thú vị. Đừng rời đi trước khi ghé thăm The Marble Mountains nổi tiếng. Được xếp hạng 4 sao, chỗ nghỉ chất lượng cao này cho phép khách nghỉ sử dụng bể bơi ngoài trời và bồn tắm nước nóng ngay trong khuôn viên.",",//pix8.agoda.net/hotelImages/agoda-homes/4947606/ad06a2268e97b3f1ec54dac39fafefab.png?ca=0&ce=1&s=1024x768,//pix8.agoda.net/hotelImages/4947606/0/8c8a6d03c97a056f86cb6d894cd70e8b.jpg?ca=0&ce=1&s=1024x768,//pix8.agoda.net/hotelImages/4947606/0/4a556824c845b708be48b136b1ce53ad.jpg?ca=0&ce=1&s=1024x768,//pix8.agoda.net/hotelImages/4947606/0/67e2770134f7acb41e87c282087c8c0c.jpg?ca=0&ce=1&s=1024x768,//pix8.agoda.net/hotelImages/4947606/0/9c5a832d26b5c8aebb30285839622a83.jpg?ca=0&ce=1&s=1024x768,//pix8.agoda.net/hotelImages/4947606/0/d524e7cd13873a22a26df1786430ce2d.jpg?ca=0&ce=1&s=1024x768,//pix8.agoda.net/hotelImages/4947606/0/fcb382ea49297749342e91feb1e9b4a0.jpg?ca=0&ce=1&s=1024x768,",0,0
1899405,"Số 45-47 Võ Văn Kiệt, Phước Mỹ, Đà Nẵng, Việt Nam","Đỗ xe và Wi-Fi luôn miễn phí, vì vậy quý khách có thể giữ liên lạc, đến và đi tùy ý. Nằm ở vị trí trung tâm tại Phước Mỹ của Đà Nẵng, chỗ nghỉ này đặt quý khách ở gần các điểm thu hút và tùy chọn ăn uống thú vị. Hãy nhớ dành một chút thời gian để thăm thú The Marble Mountains cũng như My Khe Beach gần đó. Được xếp hạng 4 sao, chỗ nghỉ chất lượng cao này cho phép khách nghỉ sử dụng bể bơi ngoài trời và nhà hàng ngay trong khuôn viên.",",//pix8.agoda.net/hotelImages/1899405/-1/8e6a669778d428afafac1435d9aa2378.jpg?ca=16&ce=1&s=208x117&ar=16x9,//pix8.agoda.net/hotelImages/189/1899405/1899405_17021015320050908765.jpg?ca=13&ce=1&s=100x75,//pix8.agoda.net/hotelImages/1899405/-1/4c18b99e2b85f04476329be6f972f0b5.jpg?ca=16&ce=1&s=100x75,",3,18
6043062,"49 tran bach dang st, Phuoc My ward, Son tra dist. Da nang city, Phước Mỹ, Đà Nẵng, Việt Nam, 550000","Đỗ xe và Wi-Fi luôn miễn phí, vì vậy quý khách có thể giữ liên lạc, đến và đi tùy ý. Nằm ở vị trí trung tâm tại Phước Mỹ của Đà Nẵng, chỗ nghỉ này đặt quý khách ở gần các điểm thu hút và tùy chọn ăn uống thú vị. Hãy nhớ dành một chút thời gian để thăm thú The Marble Mountains cũng như My Khe Beach gần đó. Chỗ nghỉ 3 sao này được trang bị các tiện nghi ngay trong khuôn viên để nâng cao chất lượng và niềm vui cho kỳ nghỉ của quý khách.",",//pix8.agoda.net/hotelImages/604/6043062/6043062_20073112430091769643.jpg?ca=13&ce=1&s=208x117&ar=16x9,//pix8.agoda.net/hotelImages/604/6043062/6043062_20073112430091769644.jpg?ca=13&ce=1&s=100x75,//pix8.agoda.net/hotelImages/604/6043062/6043062_20073112440091769657.jpg?ca=13&ce=1&s=100x75,",4,16
14884876,"Hòa Hải, Đà Nẵng, Việt Nam","Trải nghiệm một kỳ nghỉ biệt thự riêng hoàn hảo tại Biệt thự 3305 m² 3 phòng ngủ, 4 phòng tắm riêng ở Hòa Hải. Nằm ở vị trí trung tâm tại Hòa Hải của Đà Nẵng, chỗ nghỉ này đặt quý khách ở gần các điểm thu hút và tùy chọn ăn uống thú vị. Đừng rời đi trước khi ghé thăm The Marble Mountains nổi tiếng. Được xếp hạng 4.5 sao, chỗ nghỉ chất lượng cao này cho phép khách nghỉ sử dụng bể bơi trong nhà, bể bơi ngoài trời và phòng tập ngay trong khuôn viên.",",//pix8.agoda.net/hotelImages/agoda-homes/14884876/5950cbe1c2e0a8d289e375df3fb2ac85.jpg?ca=11&ce=1&s=1024x768,//pix8.agoda.net/hotelImages/14884876/0/ad951b84d40873bfbd774e0810b2d938.jpg?ca=17&ce=1&s=1024x768,//pix8.agoda.net/hotelImages/agoda-homes/14884876/45db2f0661cf309ed1c209916f203edc.jpg?ca=11&ce=1&s=1024x768,//pix8.agoda.net/hotelImages/agoda-homes/14884876/ac1b33c7304753a6aa9cf22b1ce071a8.jpg?ca=11&ce=1&s=1024x768,//pix8.agoda.net/hotelImages/agoda-homes/14884876/7d9c63735e4e83941ad756ac799d96e8.jpg?ca=11&ce=1&s=1024x768,//pix8.agoda.net/hotelImages/agoda-homes/14884876/da12b3c12a908887e33be0f18c9ce410.jpg?ca=11&ce=1&s=1024x768,//pix8.agoda.net/geo/poi/24363/2_24363.jpg?ca=6&ce=1&s=1024x768,",0,0
4435798,"61-63 Hoàng Kế Viêm, Phường Mỹ An, Quận Ngũ Hành Sơn, Phước Mỹ, Đà Nẵng, Việt Nam","Đỗ xe và Wi-Fi luôn miễn phí, vì vậy quý khách có thể giữ liên lạc, đến và đi tùy ý. Nằm ở vị trí trung tâm tại Phước Mỹ của Đà Nẵng, chỗ nghỉ này đặt quý khách ở gần các điểm thu hút và tùy chọn ăn uống thú vị. Hãy nhớ dành một chút thời gian để thăm thú The Marble Mountains cũng như My Khe Beach gần đó. Chỗ nghỉ 3 sao này có nhà hàng giúp cho kỳ nghỉ của quý khách thêm thư thái và đáng nhớ.",",//pix8.agoda.net/hotelImages/4435798/-1/cb87d11cfe64136f764f5963cb2092cd.jpg?ca=16&ce=1&s=208x117&ar=16x9,//pix8.agoda.net/hotelImages/4435798/-1/b93512577c7a76200d44178d86d4e919.jpg?ca=13&ce=1&s=100x75,//pix8.agoda.net/hotelImages/4435798/-1/29b488fc450a5a7d18d9e65f162dc491.jpg?ca=13&ce=1&s=100x75,",5,29
4947690,", Phước Mỹ, Đà Nẵng, Ðà Nẵng, Việt Nam, 551020, Phước Mỹ, Đà Nẵng, Việt Nam, 551020","Đỗ xe và Wi-Fi luôn miễn phí, vì vậy quý khách có thể giữ liên lạc, đến và đi tùy ý. Nằm ở vị trí trung tâm tại Phước Mỹ của Đà Nẵng, chỗ nghỉ này đặt quý khách ở gần các điểm thu hút và tùy chọn ăn uống thú vị. Hãy nhớ dành một chút thời gian để thăm thú The Marble Mountains cũng như My Khe Beach gần đó. Được xếp hạng 5 sao, chỗ nghỉ chất lượng cao này cho phép khách nghỉ sử dụng mát-xa, bồn tắm nước nóng và xông khô ngay trong khuôn viên.",",//pix8.agoda.net/hotelImages/4947690/-1/2c69c459cb4dfcff6d32fb2db0343bb6.jpg?ca=0&ce=1&s=1024x768,//pix8.agoda.net/hotelImages/4947690/-1/2411430ad7a7dccf9bbde2e2fbf2a3f7.jpg?ca=8&ce=1&s=1024x768,//pix8.agoda.net/hotelImages/4947690/-1/1caf4cc3cc4a2fbb031235398ce275a9.jpg?ca=0&ce=1&s=1024x768,//pix8.agoda.net/hotelImages/4947690/-1/35d0377bc7e5c571047b9d2669fdcecf.jpg?ca=8&ce=1&s=1024x768,",0,0
860855,"Số 128 Nguyễn Văn Thoại, Q. Sơn Trà, TP Đà Nẵng, Phước Mỹ, Đà Nẵng, Việt Nam, 55000","Đỗ xe và Wi-Fi luôn miễn phí, vì vậy quý khách có thể giữ liên lạc, đến và đi tùy ý. Nằm ở vị trí trung tâm tại Phước Mỹ của Đà Nẵng, chỗ nghỉ này đặt quý khách ở gần các điểm thu hút và tùy chọn ăn uống thú vị. Hãy nhớ dành một chút thời gian để thăm thú The Marble Mountains cũng như My Khe Beach gần đó.",",//pix8.agoda.net/hotelImages/860/860855/860855_15080616160033792584.jpg?ca=5&ce=1&s=1024x768,//pix8.agoda.net/hotelImages/860/860855/860855_15022516370025591024.jpg?ca=13&ce=1&s=1024x768,//pix8.agoda.net/hotelImages/860855/-1/5f7a47b8018ef540dab667804ed37f94.jpg?ca=9&ce=1&s=1024x768,//pix8.agoda.net/hotelImages/860855/-1/cc5a8f28ec4031fd309c0b0b94c8154e.jpg?ca=9&ce=1&s=1024x768,//pix8.agoda.net/hotelImages/860855/-1/7246c305f2786a810c7d410f20816f57.jpg?ca=9&ce=1&s=1024x768,//pix8.agoda.net/hotelImages/860/860855/860855_15080616160033792589.jpg?ca=5&ce=1&s=1024x768,//pix8.agoda.net/hotelImages/860/860855/860855_15080616160033792592.jpg?ca=5&ce=1&s=1024x768,",0,0
6281958,"Phước Mỹ, Đà Nẵng, Việt Nam","Hãy để chuyến đi của quý khách có một khởi đầu tuyệt vời khi ở lại khách sạn này, nơi có bãi đỗ xe miễn phí. Nằm ở vị trí trung tâm tại Phước Mỹ của Đà Nẵng, chỗ nghỉ này đặt quý khách ở gần các điểm thu hút và tùy chọn ăn uống thú vị. Hãy nhớ dành một chút thời gian để thăm thú The Marble Mountains cũng như My Khe Beach gần đó. Chỗ nghỉ 4 sao này được trang bị các tiện nghi ngay trong khuôn viên để nâng cao chất lượng và niềm vui cho kỳ nghỉ của quý khách.",",//pix8.agoda.net/hotelImages/agoda-homes/6281958/4c10b9f76a69d4470815129cd22079db.jpg?ca=7&ce=1&s=1024x768,//pix8.agoda.net/hotelImages/agoda-homes/6281958/e97b7786800c54ea382f794f00f51527.jpg?ca=7&ce=1&s=1024x768,//pix8.agoda.net/hotelImages/agoda-homes/6281958/a2e9e380b5a9413dc1334974ce729c89.jpg?ca=7&ce=1&s=1024x768,//pix8.agoda.net/hotelImages/agoda-homes/6281958/95df30b4a7aed33fd0ed5a2ebf3690e2.jpg?ca=7&ce=1&s=1024x768,//pix8.agoda.net/hotelImages/agoda-homes/6281958/bfc94b5ead4c681b0b1ed75cafe1ec46.jpg?ca=7&ce=1&s=1024x768,//pix8.agoda.net/hotelImages/agoda-homes/6281958/67063685942c69d028a348eaaad81381.jpg?ca=7&ce=1&s=1024x768,//pix8.agoda.net/hotelImages/agoda-homes/6281958/7d77a1678eb059e0b669fa84e74d4924.jpg?ca=7&ce=1&s=1024x768,",0,0
399935,"36 Bach Dang Street , Hải Châu, Đà Nẵng, Việt Nam, 550000","Ngoài tiêu chuẩn ALLSAFE, tất cả khách đều được truy cập Wi-Fi miễn phí trong tất cả các phòng và đỗ xe miễn phí nếu đến bằng ô tô. Nằm ở vị trí trung tâm tại Hải Châu của Đà Nẵng, chỗ nghỉ này đặt quý khách ở gần các điểm thu hút và tùy chọn ăn uống thú vị. Đừng rời đi trước khi ghé thăm The Marble Mountains nổi tiếng. Được xếp hạng 5 sao, chỗ nghỉ chất lượng cao này cho phép khách nghỉ sử dụng mát-xa, bể bơi ngoài trời và xông khô ngay trong khuôn viên.",",//pix8.agoda.net/hotelImages/399935/-1/7ebd6861f395639737ad0c4ede82a77c.jpg?ca=13&ce=1&s=208x117&ar=16x9,//pix8.agoda.net/hotelImages/399935/-1/82370418c8c78da0367742f7ff6880e1.jpg?ca=13&ce=1&s=100x75,//pix8.agoda.net/hotelImages/399935/-1/15180f2d335095f341cd8caf9e168949.jpg?ca=13&ce=1&s=100x75,",10,109
4842622,"278 Võ Nguyên Giáp, Phường Mỹ An, Quận Ngũ Hành Sơn, Thành phố Đà Nẵng, Phước Mỹ, Đà Nẵng, Việt Nam, 550000","Đỗ xe và Wi-Fi luôn miễn phí, vì vậy quý khách có thể giữ liên lạc, đến và đi tùy ý. Nằm ở vị trí trung tâm tại Phước Mỹ của Đà Nẵng, chỗ nghỉ này đặt quý khách ở gần các điểm thu hút và tùy chọn ăn uống thú vị. Hãy nhớ dành một chút thời gian để thăm thú The Marble Mountains cũng như My Khe Beach gần đó. Được xếp hạng 4 sao, chỗ nghỉ chất lượng cao này cho phép khách nghỉ sử dụng bể bơi trong nhà, mát-xa và bể bơi ngoài trời ngay trong khuôn viên.",",//pix8.agoda.net/hotelImages/4842622/-1/bb33000d76761e17300ffd6d1d501729.jpg?ca=7&ce=1&s=208x117&ar=16x9,//pix8.agoda.net/hotelImages/4842622/-1/af4d6fdd16d50fc421194733e8f2a411.jpg?ca=7&ce=1&s=100x75,//pix8.agoda.net/hotelImages/4842622/-1/54d0e452c9f974680e1b6ef5e37388e8.jpg?ca=7&ce=1&s=100x75,",7,21
10564093,"Phước Mỹ, Đà Nẵng, Việt Nam","Nằm ở vị trí trung tâm tại Phước Mỹ của Đà Nẵng, chỗ nghỉ này đặt quý khách ở gần các điểm thu hút và tùy chọn ăn uống thú vị. Hãy nhớ dành một chút thời gian để thăm thú The Marble Mountains cũng như My Khe Beach gần đó. Chỗ nghỉ 5 sao này có bồn tắm nước nóng giúp cho kỳ nghỉ của quý khách thêm thư thái và đáng nhớ.",",//pix8.agoda.net/hotelImages/agoda-homes/10564093/e61a90c8a167f0acb85e8c5653d14885.jpg?ca=9&ce=1&s=1024x768,//pix8.agoda.net/hotelImages/agoda-homes/10564093/6bdbbe793ddcbf1a72c552967fafdc1e.jpg?ca=9&ce=1&s=1024x768,//pix8.agoda.net/hotelImages/agoda-homes/10564093/112764d64c4324f47cfcafe302eb25cc.jpg?ca=9&ce=1&s=1024x768,//pix8.agoda.net/hotelImages/agoda-homes/10564093/df054a3f7de2817a2e9ab853ec6e7b0e.jpg?ca=9&ce=1&s=1024x768,",0,0
300021,"191 Đống Đa. quận Hải Châu, phường Thạch Thang, Hải Châu, Đà Nẵng, Việt Nam, 550000","Đỗ xe và Wi-Fi luôn miễn phí, vì vậy quý khách có thể giữ liên lạc, đến và đi tùy ý. Nằm ở vị trí trung tâm tại Hải Châu của Đà Nẵng, chỗ nghỉ này đặt quý khách ở gần các điểm thu hút và tùy chọn ăn uống thú vị. Đừng rời đi trước khi ghé thăm The Marble Mountains nổi tiếng. Được xếp hạng 3 sao, chỗ nghỉ chất lượng cao này cho phép khách nghỉ sử dụng bồn tắm nước nóng và nhà hàng ngay trong khuôn viên.",",//q-xx.bstatic.com/xdata/images/hotel/max300/223073526.jpg?k=aead256960940bafb2810b69f0147c9faee7e58370287abf8dff08b3aa1893fb&o=,//q-xx.bstatic.com/xdata/images/hotel/max300/223073529.jpg?k=3ea16353a616cd0931e52c90fd18d9b192377748593ddec17f3f7b79b442916b&o=,//q-xx.bstatic.com/xdata/images/hotel/max300/223073424.jpg?k=fef2104cf82794ed1138cd959f0dac4ac61d0e4662d5d6b3398747d914a99041&o=,",3,9
11295745,"580 Vo Nguyen Giap, Hòa Hải, Đà Nẵng, Việt Nam, 50000","Hãy để chuyến đi của quý khách có một khởi đầu tuyệt vời khi ở lại khách sạn này, nơi có Wi-Fi miễn phí trong tất cả các phòng. Nằm ở vị trí trung tâm tại Hòa Hải của Đà Nẵng, chỗ nghỉ này đặt quý khách ở gần các điểm thu hút và tùy chọn ăn uống thú vị. Hãy nhớ dành một chút thời gian để thăm thú The Marble Mountains cũng như My Khe Beach gần đó. Chỗ nghỉ 3.5 sao này có bể bơi ngoài trời giúp cho kỳ nghỉ của quý khách thêm thư thái và đáng nhớ.",",//pix8.agoda.net/hotelImages/112/11295745/11295745_19122323110086278191.jpg?ca=13&ce=1&s=208x117&ar=16x9,//pix8.agoda.net/hotelImages/112/11295745/11295745_19122323110086278213.jpg?ca=13&ce=1&s=100x75,//pix8.agoda.net/hotelImages/112/11295745/11295745_19122323110086278189.jpg?ca=13&ce=1&s=100x75,",2,6
10698932,"Phước Mỹ, Đà Nẵng, Việt Nam","Hãy để chuyến đi của quý khách có một khởi đầu tuyệt vời khi ở lại khách sạn này, nơi có bãi đỗ xe miễn phí. Nằm ở vị trí trung tâm tại Phước Mỹ của Đà Nẵng, chỗ nghỉ này đặt quý khách ở gần các điểm thu hút và tùy chọn ăn uống thú vị. Đừng rời đi trước khi ghé thăm The Marble Mountains nổi tiếng. Chỗ nghỉ 5 sao này có bể bơi trong nhà giúp cho kỳ nghỉ của quý khách thêm thư thái và đáng nhớ.",",//pix8.agoda.net/hotelImages/10698932/0/5fc738a11ccda58c20655067633b25ea.jpg?ca=29&ce=0&s=1024x768,//pix8.agoda.net/hotelImages/10698932/0/259dfc5716d8308c57c192cb9bb56306.jpg?ca=10&ce=1&s=1024x768,//pix8.agoda.net/hotelImages/10698932/0/d4469386f3af8fe6415492a91cc4ec65.jpg?ca=9&ce=1&s=1024x768,//pix8.agoda.net/hotelImages/10698932/0/93b65298f682c0209033c38b811e4437.jpg?ca=29&ce=0&s=1024x768,",0,0
968594,"Số 06. 08.10 Đỗ Bá, Phước Mỹ, Đà Nẵng, Việt Nam","Đỗ xe và Wi-Fi luôn miễn phí, vì vậy quý khách có thể giữ liên lạc, đến và đi tùy ý. Nằm ở vị trí trung tâm tại Phước Mỹ của Đà Nẵng, chỗ nghỉ này đặt quý khách ở gần các điểm thu hút và tùy chọn ăn uống thú vị. Hãy nhớ dành một chút thời gian để thăm thú The Marble Mountains cũng như My Khe Beach gần đó. Được xếp hạng 4 sao, chỗ nghỉ chất lượng cao này cho phép khách nghỉ sử dụng bể bơi trong nhà, mát-xa và bể bơi ngoài trời ngay trong khuôn viên.",",//pix8.agoda.net/hotelImages/968594/-1/5a64985b322200333097062b425aca23.jpg?ca=18&ce=1&s=208x117&ar=16x9,//pix8.agoda.net/hotelImages/968594/-1/e25d1b6c6113e11a4377524abc4ca532.jpg?ca=18&ce=1&s=100x75,//pix8.agoda.net/hotelImages/968594/-1/4dcb9e60f6d745ad88944ca2ec0aabab.jpg?ca=18&ce=1&s=100x75,",2,6
288263,"05 Trường Sa, Hòa Hải, Đà Nẵng, Việt Nam","Đỗ xe và Wi-Fi luôn miễn phí, vì vậy quý khách có thể giữ liên lạc, đến và đi tùy ý. Nằm ở vị trí trung tâm tại Hòa Hải của Đà Nẵng, chỗ nghỉ này đặt quý khách ở gần các điểm thu hút và tùy chọn ăn uống thú vị. Đừng rời đi trước khi ghé thăm The Marble Mountains nổi tiếng. Được xếp hạng 5 sao, chỗ nghỉ chất lượng cao này cho phép khách nghỉ sử dụng bể bơi trong nhà, mát-xa và bể bơi ngoài trời ngay trong khuôn viên.",",//q-xx.bstatic.com/xdata/images/hotel/max300/163133380.jpg?k=40b7d673701fbd3e2a58a9c8efec48937173f8a8d04d46ab707d54e70dddd024&o=,//q-xx.bstatic.com/xdata/images/hotel/max300/110318545.jpg?k=c08d0bf18642c48f2969127f82d08d29bb7fab6ec600902193f5ed5174404acb&o=,//q-xx.bstatic.com/xdata/images/hotel/max300/194941332.jpg?k=c04fe018f87f61767ebdd76ecf09b82d528c6b50a36528cba85d90c5111d1630&o=,",13,75
2987297,"Hòa Hải, Đà Nẵng, Việt Nam","Nếu quý khách đang tìm kiếm một biệt thự riêng có bãi đỗ xe miễn phí, không cần tìm đâu xa. Nằm ở vị trí trung tâm tại Hòa Hải của Đà Nẵng, chỗ nghỉ này đặt quý khách ở gần các điểm thu hút và tùy chọn ăn uống thú vị. Đừng rời đi trước khi ghé thăm The Marble Mountains nổi tiếng. Được xếp hạng 5 sao, chỗ nghỉ chất lượng cao này cho phép khách nghỉ sử dụng bể bơi ngoài trời, bồn tắm nước nóng và phòng tập ngay trong khuôn viên.",",//pix8.agoda.net/hotelImages/2987297/0/9ddb89c9df72afdd5f1be98e9cba26aa.jpg?ca=9&ce=1&s=1024x768,//pix8.agoda.net/hotelImages/2987297/0/5f3094989383b382ef4fbba7ec75bdf7.jpg?ca=7&ce=1&s=1024x768,//pix8.agoda.net/hotelImages/2987297/0/afcefe934df8450bbf05c7ac3188ac75.jpg?ca=7&ce=1&s=1024x768,//pix8.agoda.net/hotelImages/2987297/0/255ec5313b04c46bd02be18626b1c438.jpg?ca=7&ce=1&s=1024x768,",0,0
2167475,"8 Loseby, Phước Mỹ, Đà Nẵng, Việt Nam","Đỗ xe và Wi-Fi luôn miễn phí, vì vậy quý khách có thể giữ liên lạc, đến và đi tùy ý. Nằm ở vị trí trung tâm tại Phước Mỹ của Đà Nẵng, chỗ nghỉ này đặt quý khách ở gần các điểm thu hút và tùy chọn ăn uống thú vị. Hãy nhớ dành một chút thời gian để thăm thú The Marble Mountains cũng như My Khe Beach gần đó. Như một lợi ích thêm, nhà hàng có sẵn ngay trong khuôn viên nghỉ để phục vụ nhu cầu của quý khách một cách thuận tiện.",",//pix8.agoda.net/hotelImages/2167475/-1/e8f9cd6fec25787a8b7e79edf19f6f4f.jpg?ca=13&ce=1&s=208x117&ar=16x9,//pix8.agoda.net/hotelImages/2167475/-1/f4bebdc30a8625736a029fbd0c8d5152.jpg?ca=13&ce=1&s=100x75,//pix8.agoda.net/hotelImages/2167475/-1/997ec5d4628ed93a4b9f832628b45133.jpg?ca=13&ce=1&s=100x75,",3,9
